1948,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
1949,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
1950,23.3,24.33,25.24,23.88,22.91,21.6,20.58,20.29,19.67,20.14,20.19,21.82
1951,24.19,25.04,25.51,25.19,24.55,24.57,23.79,22.25,21.45,21.77,22.31,22.91
1952,24.4,25.95,26.26,24.91,23.99,22.55,21.36,20.3,19.75,20.7,21.09,22.7
1953,24.29,26.24,27.12,26.96,25.37,23.5,22.1,21.39,21.05,21.04,21.68,22.42
1954,22.72,25.08,25.18,22.92,21.98,21.05,19.61,19.37,19.19,19.34,20.36,21.41
1955,23.79,24.87,25.11,24.31,22.48,21.3,20.77,19.81,19.6,19.47,20.05,21.41
1956,23.54,25.2,25.91,24.48,23.24,22.11,21.59,20.78,19.99,19.79,20.69,21.47
1957,22.79,25.9,27.18,26.62,26.36,24.79,23.63,22.15,21.75,21.79,22.44,23.44
1958,24.62,26.47,27.03,26.41,24.85,23.54,22.24,20.65,20.75,21.09,21.53,22.55
1959,23.83,25.76,26.75,25.65,24.21,22.62,21.54,20.13,20.27,20.84,21.86,22.64
1960,24.4,25.42,25.78,24.57,23.52,21.92,20.73,20.24,20.58,20.51,21.06,22.49
1961,24.59,26.46,25.88,25.04,23.68,22.2,20.73,20.02,19.73,20.26,21.37,22.42
1962,24.22,25.29,24.65,23.7,23.2,21.97,20.91,20.24,20.12,20.18,20.94,21.91
1963,23.98,25.48,25.83,24.34,23.89,22.46,21.73,21.18,20.88,20.99,21.32,22.41
1964,23.94,24.93,25.11,24.47,22.2,21.43,20.2,19.58,19.71,19.68,20.91,21.72
1965,23.89,25.84,26.35,26.48,25.74,24.17,22.98,22.23,21.1,21.31,21.92,23.11
1966,25,25.8,25.39,24.44,23.07,21.79,20.78,20.09,19.88,20.49,21,22.41
1967,23.78,25.59,25.37,24.99,23.9,22.22,21.16,20.11,19.27,19.46,20.07,21.2
1968,23.19,24.92,25.15,24.22,22.86,21.93,21.4,20.91,21.1,20.8,21.44,22.99
1969,24.58,25.64,26.97,26.5,25.79,24.13,22.41,20.97,20.83,21.68,22.32,23.48
1970,24.97,25.85,25.58,25.04,23.14,21.55,20.02,19.29,19.38,20.02,20.6,21.9
1971,23.38,24.71,25.29,25.08,23.53,21.77,21.1,19.83,19.49,19.81,20.97,21.89
1972,24.26,26.57,26.95,26.19,25.12,24.67,23.92,23.33,22.01,22.4,23,24.48
1973,25.74,26.29,26.32,25.12,23.68,21.98,20.94,19.58,19.5,19.83,20.66,21.91
1974,23.56,25.08,25.81,25.27,24.33,22.49,21.49,20.56,20.16,19.99,20.85,21.66
1975,23.55,25.17,26.11,25.41,23.66,22,21.15,20.11,19.34,19.28,19.63,21.11
1976,23.53,25.43,26.04,25.78,24.98,24.21,23.33,21.9,21.56,21.43,22,23.32
1977,24.92,25.77,26.02,25.31,23.87,22.94,21.67,20.29,19.87,20.43,21.28,22.46
1978,24.45,25.76,25.57,24.92,23.39,22.11,21.14,19.98,20,20.13,21.68,22.93
1979,24.97,25.74,26.07,25.63,24.52,23.29,21.92,21.08,21.01,21.4,21.77,22.81
1980,24.57,25.84,26.59,25.73,24.49,22.96,21.2,20.66,20.41,20.7,21.45,22.49
1981,23.28,25.15,26.19,25.1,23.92,22.78,21.26,20.24,20.32,20.75,21.5,22.85
1982,24.62,25.63,25.66,25.09,24.33,23.42,22.47,21.92,22.16,22.78,24.5,25.91
1983,27.2,28.16,29,28.94,28.27,27.24,25.84,24.01,22.37,22.24,22.38,23.26
1984,24.4,25.44,26.06,25.61,23.78,22.46,21.68,20.73,20.78,20.76,21.69,22.68
1985,23.95,25.13,25.82,24.41,23.02,22.23,20.92,20.04,19.89,20.28,21.16,22.71
1986,24.61,26.01,25.9,24.91,23.45,22.17,21.52,21.05,21.15,21.3,22.07,23.5
1987,25.66,27.01,27.95,26.91,25.85,24.15,23.15,22,21.91,22.6,22.83,23.54
1988,24.85,25.83,25.86,25.08,23.69,21.87,20.73,19.81,19.73,20.01,20.94,22.22
1989,24.29,25.98,26.31,25.39,23.46,22.21,21.36,20.74,20.18,20.72,21.62,22.64
1990,24.27,26.2,26.27,25.12,24.07,22.78,21.4,20.71,20.15,20.43,21.32,22.73
1991,24.31,25.97,26.44,25.45,24.23,23.12,22.52,21.46,21.36,21.72,22.42,23.72
1992,25.15,26.87,27.61,27.38,26.33,24.05,22.18,21.08,21.05,21.27,21.78,22.95
1993,24.68,26.42,26.88,26.6,25.44,24.07,22.69,21.52,21.05,21.58,22.1,23.14
1994,24.64,25.93,25.83,24.82,23.79,22.53,21.39,20.37,20.6,21.79,22.32,23.77
1995,25.39,26.22,26.2,24.77,23.6,22.53,21.37,20.61,20.48,20.61,21.63,22.28
1996,24.02,25.77,26.32,24.33,23.42,21.69,21,20.24,20.29,20.52,20.76,21.9
1997,23.94,26.16,27.07,26.5,26.4,25.92,25.36,24.7,24.52,24.67,25.76,27.02
1998,28.01,28.83,29.12,28.23,27.18,25.33,23.41,22.11,21.25,21.56,21.64,23.01
1999,24.18,25.71,26.18,24.66,23.84,22.41,21.78,20.86,19.84,20.22,20.51,22.29
2000,23.8,25.47,25.83,25.42,24.21,22.72,21.64,20.31,20.57,20.78,20.84,22.18
2001,24.15,25.72,26.73,26,24.06,22.75,21.48,20.3,19.98,20.13,21.07,22.12
2002,24.19,26.35,27.15,26.09,25.14,23.66,21.93,20.84,20.88,21.56,22.63,23.59
2003,24.62,26.01,26.61,25.14,23.1,22.17,21.27,21.03,20.46,21.25,21.89,23.08
2004,24.75,26.39,25.88,25.46,23.71,22.55,21.11,20.55,20.7,21.31,22.43,23.46
2005,24.86,25.49,25.72,25.43,24.28,22.56,21.67,20.64,20.1,20.06,20.81,22.33
2006,24.54,26.4,26.43,24.68,24.18,22.98,22.05,21.77,21.71,22.07,22.47,23.69
2007,25.34,26.38,26.32,24.9,23.28,21.82,21.24,20.2,20.08,19.69,20.19,21.63
2008,24.31,26.45,26.87,25.69,24.46,23.22,22.81,21.86,21.43,21.23,21.66,22.9
2009,24.71,25.84,26.1,26.07,24.89,23.92,22.98,21.74,21.17,21.21,21.92,23.15
2010,24.75,26.35,26.7,26.04,24.79,23.18,21.22,19.82,19.6,19.92,20.53,22.24
2011,24.66,26.29,25.93,25.45,24.52,23.49,22.08,20.69,20.1,20.42,21.05,22.04
2012,24.13,26.32,26.66,26.21,25.45,24.39,22.51,21.53,21.31,20.97,21.31,22.4
2013,24.47,25.94,26.07,24.63,23.45,21.65,20.63,20.31,20.28,20.6,21.58,22.83
2014,24.71,25.74,26.26,25.56,25.16,24.32,23.12,22.03,21.47,21.66,22.39,23.36
2015,24.68,25.84,26.69,26.29,25.68,25.13,24.3,22.83,22.96,23.08,23.87,24.86
2016,26.19,27.28,27.53,25.96,25.04,23.7,22.38,21.38,21.18,21.43,22.31,23.57
2017,25.37,27.2,28.06,26.3,24.84,23.41,21.78,-99.99,-99.99,-99.99,-99.99,-99.99